NOC,Year,Athletics,Balls,Combat,Shooting,Swimming,Cycling,Weightlifting,WaterSport,Others,Gymnastics,Diving
POR,1960,5,0,22,9,10,8,1,16,16,22,0
POR,1964,4,0,1,4,3,0,0,6,2,5,0
POR,1968,1,0,11,0,0,0,1,8,0,12,0
POR,1972,12,0,5,8,0,0,1,9,6,0,0
POR,1976,8,0,5,1,20,0,0,2,0,0,0
POR,1980,3,0,4,0,5,0,1,0,0,5,0
POR,1984,18,0,5,7,4,0,2,3,6,2,1
POR,1988,37,0,8,5,18,0,1,7,2,13,0
POR,1992,43,7,13,5,17,0,0,20,10,0,0
POR,1996,34,23,7,7,22,6,1,23,3,5,0
POR,2000,21,7,7,5,8,5,0,10,1,0,0
POR,2004,27,20,6,3,13,5,0,9,2,8,0
POR,2008,28,5,8,4,14,2,0,15,9,2,0
POR,2012,25,8,4,4,11,5,0,24,4,13,0
POR,2016,25,30,7,2,7,7,0,16,6,6,0
POR,2020,21,26,9,1,12,6,0,17,15,6,0
POR,2024,23,11,7,1,7,12,0,8,19,7,0
PRK,1972,2,11,5,10,0,0,1,6,0,48,0
PRK,1976,3,15,10,9,0,0,3,0,0,0,0
PRK,1980,3,0,14,15,0,0,5,0,0,84,0
PRK,1992,3,14,13,17,0,3,10,0,0,59,4
PRK,1996,4,12,6,1,0,0,2,0,0,7,4
PRK,2000,6,0,9,2,2,0,4,0,0,17,7
PRK,2004,4,6,9,6,0,0,4,0,0,38,4
PRK,2008,6,18,11,10,2,0,7,0,0,7,5
PRK,2012,5,28,8,3,2,0,8,0,0,0,3
PRK,2016,4,5,7,8,0,0,7,0,0,3,4
PRK,2024,1,3,6,0,0,0,0,0,0,4,4
PUR,1948,4,0,3,2,0,0,0,0,0,0,0
PUR,1952,12,0,3,5,0,0,3,0,0,0,0
PUR,1956,11,0,0,3,0,0,0,0,0,0,0
PUR,1960,9,12,1,4,1,0,2,0,0,0,0
PUR,1964,6,12,1,3,16,0,4,1,0,0,2
PUR,1968,6,12,8,9,46,2,6,6,0,0,4
PUR,1972,15,12,11,10,0,0,6,5,0,0,1
PUR,1976,16,12,25,11,36,0,2,9,1,0,0
PUR,1980,0,0,3,0,0,0,0,0,0,0,0
PUR,1984,17,0,18,3,9,1,1,7,2,0,0
PUR,1988,5,12,17,4,11,0,2,4,1,0,0
PUR,1992,8,15,16,2,28,0,1,4,20,7,0
PUR,1996,6,12,17,4,17,1,1,3,16,12,2
PUR,2000,8,0,10,2,5,0,2,2,0,7,2
PUR,2004,3,15,10,2,9,0,0,3,1,7,2
PUR,2008,6,0,10,1,6,0,1,0,0,7,0
PUR,2012,10,0,9,1,2,0,1,0,0,5,0
PUR,2016,12,15,6,2,1,1,1,0,2,0,1
PUR,2020,4,15,6,1,4,0,0,3,5,0,1
PUR,2024,8,27,8,3,3,0,0,1,2,0,1
QAT,1984,8,14,0,4,0,0,0,0,0,0,0
QAT,1988,11,0,0,1,0,0,0,1,0,0,0
QAT,1992,13,17,0,0,0,0,0,0,0,0,0
QAT,1996,10,1,0,1,0,0,0,1,0,0,0
QAT,2000,14,1,0,1,1,0,2,0,0,0,0
QAT,2004,10,0,0,2,1,0,2,0,0,0,0
QAT,2008,14,0,2,3,1,0,0,0,0,0,0
QAT,2012,6,1,0,5,2,0,0,0,0,0,0
QAT,2016,8,18,3,2,2,0,1,0,8,0,0
QAT,2020,9,2,1,1,2,0,1,1,0,0,0
QAT,2024,7,2,0,2,1,0,1,0,0,0,0
RHO,1960,4,0,4,1,0,0,0,2,0,0,1
ROC,2020,10,91,98,40,99,34,2,48,37,91,11
ROT,2016,6,0,2,0,4,0,0,0,0,0,0
ROU,1900,0,0,0,1,0,0,0,0,0,0,0
ROU,1924,0,32,0,13,0,0,0,0,0,0,0
ROU,1928,16,0,17,0,0,0,0,0,0,0,0
ROU,1932,0,0,0,0,0,0,0,0,2,0,0
ROU,1936,5,15,21,4,0,0,0,0,9,64,0
ROU,1952,14,31,34,5,1,10,4,10,12,120,0
ROU,1956,7,9,10,7,2,0,0,8,18,42,0
ROU,1960,10,7,39,12,2,9,2,25,14,36,0
ROU,1964,14,49,45,10,0,8,2,20,0,84,0
ROU,1968,11,0,42,13,4,2,0,28,0,0,0
ROU,1972,21,37,62,13,5,1,2,22,6,84,5
ROU,1976,18,39,60,8,0,0,1,45,0,84,0
ROU,1980,25,47,71,9,14,2,10,57,16,84,4
ROU,1984,13,15,38,8,5,0,10,52,0,52,0
ROU,1988,6,0,8,5,15,0,4,50,0,84,0
ROU,1992,27,28,46,8,32,0,6,68,1,86,4
ROU,1996,26,25,39,6,36,0,5,52,1,91,3
ROU,2000,26,23,30,5,36,0,5,53,1,69,4
ROU,2004,28,10,18,4,18,1,7,33,1,72,1
ROU,2008,17,23,17,6,16,0,5,19,0,67,2
ROU,2012,18,24,26,2,7,1,4,26,0,47,0
ROU,2016,23,32,19,1,9,1,4,19,0,13,0
ROU,2020,9,37,12,2,9,2,0,40,1,7,0
ROU,2024,12,29,8,1,5,1,2,49,1,36,0
RSA,1904,3,0,0,0,0,0,0,0,5,0,0
RSA,1908,9,5,2,0,0,17,0,0,0,0,0
RSA,1912,13,5,3,33,1,1,0,0,0,0,0
RSA,1920,28,8,8,35,2,16,0,0,0,0,0
RSA,1924,20,6,4,9,0,2,0,1,2,0,0
RSA,1928,20,0,7,0,10,1,0,2,0,0,0
RSA,1932,10,0,5,0,2,0,0,3,0,0,0
RSA,1936,26,0,8,0,0,4,0,1,15,0,0
RSA,1948,9,0,11,0,4,6,2,6,4,0,1
RSA,1952,21,8,13,1,16,14,4,9,1,21,1
RSA,1956,10,0,11,3,21,16,3,6,6,14,0
RSA,1960,13,9,13,7,6,7,3,8,1,5,0
RSA,1992,17,15,14,4,41,8,1,36,4,0,1
RSA,1996,26,25,7,9,20,9,0,14,1,0,0
RSA,2000,29,38,5,7,38,4,0,13,27,0,0
RSA,2004,34,44,12,2,17,4,0,5,2,6,2
RSA,2008,26,42,18,3,54,9,1,22,2,1,1
RSA,2012,22,55,3,2,38,10,1,10,4,0,0
RSA,2016,40,35,1,0,25,8,0,17,22,6,1
RSA,2020,40,81,1,0,28,15,0,9,25,10,2
RSA,2024,40,34,3,1,12,9,0,11,44,6,1
RUS,1900,0,0,2,0,0,0,0,0,3,0,0
RUS,1908,1,0,4,0,0,0,0,0,2,0,0
RUS,1912,39,18,56,87,6,20,0,18,17,4,1
RUS,1924,0,0,0,0,0,0,0,0,3,0,0
RUS,1996,95,86,72,35,67,23,9,55,3,99,8
RUS,2000,122,107,67,37,70,28,9,56,6,84,16
RUS,2004,124,101,72,39,64,29,9,45,10,84,16
RUS,2008,116,118,65,36,81,32,10,37,14,78,13
RUS,2012,106,112,72,33,71,23,8,41,12,60,11
RUS,2016,1,76,74,30,85,19,0,29,18,62,12
RWA,1984,6,0,0,0,0,0,0,0,0,0,0
RWA,1988,8,0,0,0,0,0,0,0,0,0,0
RWA,1992,7,0,0,0,0,3,0,0,0,0,0
RWA,1996,4,0,0,0,0,0,0,0,0,0,0
RWA,2000,3,0,0,0,2,0,0,0,0,0,0
RWA,2004,3,0,0,0,2,0,0,0,0,0,0
RWA,2008,2,0,0,0,2,0,0,0,0,0,0
RWA,2012,3,0,1,0,2,1,0,0,0,0,0
RWA,2016,3,0,0,0,2,2,0,0,0,0,0
RWA,2020,2,0,0,0,2,1,0,0,0,0,0
RWA,2024,2,0,1,0,2,3,0,0,0,0,0
SAA,1952,8,0,21,3,1,0,0,12,0,48,0
SAM,1984,3,0,4,0,0,0,2,0,0,0,0
SAM,1988,1,0,9,0,0,0,1,0,0,0,0
SAM,1992,0,0,3,0,0,0,2,0,0,0,0
SAM,1996,2,0,2,0,0,0,1,0,0,0,0
SAM,2000,0,0,3,0,0,1,1,0,0,0,0
SAM,2004,2,0,0,0,0,0,1,0,0,0,0
SAM,2008,2,0,1,1,0,0,1,2,0,0,0
SAM,2012,1,0,3,1,0,0,2,2,0,0,0
SAM,2016,2,0,1,0,2,0,2,2,0,0,0
SAM,2020,1,0,3,0,0,0,0,9,0,0,0
SAM,2024,1,0,3,0,2,0,2,4,12,0,0
SCG,1996,9,42,5,13,6,0,1,1,0,0,2
SCG,2000,30,56,3,12,12,0,0,12,0,0,0
SCG,2004,7,59,2,7,10,1,0,10,0,0,0
SEN,1964,14,0,0,0,0,0,0,0,0,0,0
SEN,1968,12,12,0,0,0,0,0,0,0,0,0
SEN,1972,14,12,14,0,0,0,0,0,0,0,0
SEN,1976,16,0,17,0,0,0,0,0,0,0,0
SEN,1980,16,12,11,0,0,0,0,0,0,0,0
SEN,1984,16,0,10,2,0,0,0,1,0,0,0
SEN,1988,18,0,11,0,6,0,0,0,0,0,0
SEN,1992,10,0,10,0,5,0,0,0,0,0,0
SEN,1996,8,0,4,0,0,0,0,0,0,0,0
SEN,2000,15,12,3,0,2,0,0,0,0,0,0
SEN,2004,12,1,3,0,5,0,0,0,0,0,0
SEN,2008,3,0,9,0,2,0,0,3,0,0,0
SEN,2012,6,17,5,0,2,0,0,2,0,0,0
SEN,2016,2,12,5,0,2,0,0,1,0,0,0
SEN,2020,1,1,3,1,2,0,0,1,0,0,0
SEN,2024,3,1,3,0,2,0,0,4,0,0,0
SEY,1980,19,0,2,0,0,0,0,0,0,0,0
SEY,1984,11,0,4,0,0,0,0,0,0,0,0
SEY,1992,5,0,2,0,13,0,0,1,0,0,0
SEY,1996,2,0,3,0,1,0,1,2,0,0,0
SEY,2000,2,0,1,0,2,0,1,3,0,0,0
SEY,2004,2,0,2,0,2,0,1,3,0,0,0
SEY,2008,2,2,0,0,2,0,1,3,0,0,0
SEY,2012,2,0,2,0,2,0,0,0,0,0,0
SEY,2016,2,0,2,0,2,0,1,3,0,0,0
SEY,2020,1,0,1,0,3,0,0,1,0,0,0
SEY,2024,1,0,0,0,2,0,0,0,0,0,0
SGP,1948,1,0,0,0,0,0,0,0,0,0,0
SGP,1952,2,0,0,0,2,0,3,0,0,0,0
SGP,1956,7,37,0,0,0,0,3,5,0,0,0
SGP,1960,0,0,0,1,0,0,1,3,0,0,0
SGP,1968,2,0,0,2,0,0,2,0,0,0,0
SGP,1972,5,0,1,0,6,0,0,0,0,0,0
SGP,1976,1,0,1,1,0,0,1,0,0,0,0
SGP,1984,0,0,0,0,13,0,0,1,0,0,0
SGP,1988,0,0,0,1,24,0,0,2,0,0,0
SGP,1992,0,5,5,1,24,0,0,2,0,0,0
SGP,1996,2,2,0,1,26,0,0,4,0,0,0
SGP,2000,0,4,0,1,15,0,0,3,0,0,0
SGP,2004,2,10,0,1,8,0,0,1,0,0,0
SGP,2008,2,17,0,1,10,0,0,6,0,0,0
SGP,2012,2,14,0,2,9,0,1,4,0,4,0
SGP,2016,2,9,0,4,6,0,0,11,0,0,0
SGP,2020,1,8,2,1,8,0,0,5,1,2,2
SGP,2024,3,7,2,2,12,0,0,4,2,0,0
SKN,1996,14,0,0,0,0,0,0,0,0,0,0
SKN,2000,4,0,0,0,0,0,0,0,0,0,0
SKN,2004,2,0,0,0,0,0,0,0,0,0,0
SKN,2008,6,0,0,0,0,0,0,0,0,0,0
SKN,2012,7,0,0,0,0,0,0,0,0,0,0
SKN,2016,9,0,0,0,0,0,0,0,0,0,0
SKN,2020,2,0,0,0,0,0,0,0,0,0,0
SKN,2024,2,0,0,0,1,0,0,0,0,0,0
SLE,1968,3,0,1,0,0,0,0,0,0,0,0
SLE,1980,30,0,2,0,0,0,0,0,0,0,0
SLE,1984,8,0,2,0,0,0,0,0,0,0,0
SLE,1988,16,0,2,0,0,1,1,0,0,0,0
SLE,1992,15,0,0,0,0,0,0,0,0,0,0
SLE,1996,17,0,1,0,1,0,0,0,0,0,0
SLE,2000,2,0,0,0,0,0,1,0,0,0,0
SLE,2004,2,0,0,0,0,0,0,0,0,0,0
SLE,2008,2,0,1,0,0,0,0,0,0,0,0
SLE,2012,2,0,0,0,0,0,0,0,0,0,0
SLE,2016,2,0,0,0,2,0,0,0,0,0,0
SLE,2020,1,0,1,0,2,0,0,0,0,0,0
SLE,2024,1,0,1,0,2,0,0,0,0,0,0
SLO,1992,4,5,2,4,9,1,0,15,0,7,0
SLO,1996,10,0,0,9,9,2,0,17,0,0,0
SLO,2000,22,20,1,6,10,7,0,17,0,7,0
SLO,2004,21,22,5,3,26,5,0,20,0,0,0
SLO,2008,18,2,5,3,14,7,0,19,0,5,0
SLO,2012,12,6,11,6,18,7,0,13,1,4,0
SLO,2016,10,19,5,3,14,7,0,10,1,1,0
SLO,2020,8,17,6,3,8,7,0,11,3,1,0
SLO,2024,8,50,7,4,10,10,0,16,5,7,0
SMR,1960,0,0,1,4,0,8,0,0,0,0,0
SMR,1968,0,0,0,2,0,2,0,0,0,0,0
SMR,1972,0,0,0,6,0,1,0,0,0,0,0
SMR,1976,2,0,0,7,0,1,0,0,0,0,0
SMR,1980,1,0,2,10,0,2,1,0,0,0,0
SMR,1984,2,0,2,11,7,1,0,1,0,7,0
SMR,1988,2,0,3,2,6,0,1,1,0,0,0
SMR,1992,7,2,1,3,6,1,0,0,0,0,0
SMR,1996,1,0,1,3,1,0,0,1,0,0,0
SMR,2000,1,0,0,2,1,0,0,0,0,0,0
SMR,2004,1,0,0,2,2,0,0,0,0,0,0
SMR,2008,1,0,0,1,2,0,0,0,0,0,0
SMR,2012,1,0,0,2,1,0,0,0,0,0,0
SMR,2016,1,0,0,3,0,0,0,0,0,0,0
SMR,2020,0,0,2,4,2,0,0,0,0,0,0
SMR,2024,1,0,1,2,1,0,0,0,0,0,0
SOL,1984,2,0,0,0,0,0,1,0,0,0,0
SOL,1988,2,0,1,1,0,0,1,0,0,0,0
SOL,1992,0,0,0,0,0,0,1,0,0,0,0
SOL,1996,3,0,0,0,0,0,1,0,0,0,0
SOL,2000,2,0,0,0,0,0,0,0,0,0,0
SOL,2004,2,0,0,0,0,0,0,0,0,0,0
SOL,2008,2,0,0,0,0,0,1,0,0,0,0
SOL,2012,2,0,1,0,0,0,1,0,0,0,0
SOL,2016,2,0,0,0,0,0,1,0,0,0,0
SOL,2020,1,0,0,0,1,0,1,0,0,0,0
SOL,2024,1,0,0,0,1,0,0,0,0,0,0
SOM,1972,4,0,0,0,0,0,0,0,0,0,0
SOM,1984,9,0,0,0,0,0,0,0,0,0,0
SOM,1988,5,0,0,0,0,0,0,0,0,0,0
SOM,1996,4,0,0,0,0,0,0,0,0,0,0
SOM,2000,2,0,0,0,0,0,0,0,0,0,0
SOM,2004,2,0,0,0,0,0,0,0,0,0,0
SOM,2008,2,0,0,0,0,0,0,0,0,0,0
SOM,2012,2,0,0,0,0,0,0,0,0,0,0
SOM,2016,2,0,0,0,0,0,0,0,0,0,0
SOM,2020,1,0,1,0,0,0,0,0,0,0,0
SOM,2024,1,0,0,0,0,0,0,0,0,0,0
SRB,1912,2,0,0,0,0,0,0,0,0,0,0
SRB,2008,10,57,2,12,11,2,0,3,0,0,0
SRB,2012,14,65,6,15,13,2,0,19,0,0,0
SRB,2016,13,58,6,18,8,2,0,22,0,0,0
SRB,2020,5,54,12,19,11,0,0,8,1,0,0
SRB,2024,6,70,23,6,12,2,0,16,0,0,0
SRI,1948,6,0,4,0,0,0,0,0,0,0,0
SRI,1952,1,0,2,0,3,0,0,0,0,0,1
SRI,1956,1,0,2,0,0,0,0,0,0,0,0
SRI,1960,1,0,2,0,1,1,0,0,0,0,0
SRI,1964,2,0,3,2,0,0,0,0,0,0,0
SRI,1968,1,0,1,0,0,0,0,1,0,0,0
SRI,1972,5,0,0,1,0,0,0,0,0,0,0
SRI,1980,4,0,0,0,0,0,0,0,0,0,0
SRI,1984,0,0,0,0,3,0,1,2,0,0,0
SRI,1988,2,0,0,2,5,0,0,0,0,0,0
SRI,1992,10,1,0,1,3,0,1,0,0,0,0
SRI,1996,6,0,0,4,0,0,0,0,0,0,1
SRI,2000,17,0,0,4,2,0,0,1,0,0,0
SRI,2004,4,0,0,2,2,0,0,0,0,0,0
SRI,2008,2,1,1,2,2,0,1,0,0,0,0
SRI,2012,2,2,0,2,2,0,0,0,0,0,0
SRI,2016,3,1,1,2,2,0,1,0,0,0,0
SRI,2020,2,1,1,1,2,0,0,0,1,5,0
SRI,2024,3,1,0,0,2,0,0,0,0,0,0
SSD,2016,3,0,0,0,0,0,0,0,0,0,0
SSD,2020,2,0,0,0,0,0,0,0,0,0,0
SSD,2024,2,12,0,0,0,0,0,0,0,0,0
STP,1996,2,0,0,0,0,0,0,0,0,0,0
STP,2000,2,0,0,0,0,0,0,0,0,0,0
STP,2004,2,0,0,0,0,0,0,0,0,0,0
STP,2008,2,0,0,0,0,0,0,2,0,0,0
STP,2012,2,0,0,0,0,0,0,0,0,0,0
STP,2016,2,0,0,0,0,0,0,1,0,0,0
STP,2020,1,0,0,0,0,0,0,4,0,0,0
STP,2024,1,0,1,0,0,0,0,1,0,0,0
SUD,1960,2,0,3,6,0,0,2,0,0,0,0
SUD,1968,4,0,3,0,0,0,0,0,0,0,0
SUD,1972,11,14,5,0,0,0,1,0,0,0,0
SUD,1984,5,0,4,0,0,0,0,0,0,0,0
SUD,1988,3,0,5,0,0,0,0,0,0,0,0
SUD,1992,4,0,2,0,0,0,1,0,0,0,0
SUD,1996,3,1,0,0,0,0,0,0,0,0,0
SUD,2000,2,0,0,0,1,0,0,0,0,0,0
SUD,2004,4,0,0,0,0,0,0,0,0,0,0
SUD,2008,8,0,0,0,1,0,0,0,0,0,0
SUD,2012,4,0,0,0,2,0,0,0,0,0,0
SUD,2016,3,0,1,0,2,0,0,0,0,0,0
SUD,2020,1,0,1,0,2,0,0,1,0,0,0
SUD,2024,1,0,0,0,2,0,0,1,0,0,0
SUI,1896,0,0,0,1,0,0,0,0,0,7,0
SUI,1900,0,0,4,36,0,0,0,9,0,3,0
SUI,1904,0,0,1,0,0,0,0,0,0,6,0
SUI,1906,1,0,0,36,0,8,0,0,0,0,0
SUI,1908,1,0,0,0,0,0,0,0,0,0,0
SUI,1912,1,0,0,0,0,0,0,0,6,0,0
SUI,1920,19,20,18,42,5,0,2,18,1,0,1
SUI,1924,27,30,42,13,2,13,9,17,36,72,1
SUI,1928,16,34,30,0,1,13,10,14,61,56,1
SUI,1932,4,0,2,0,0,0,0,0,2,1,0
SUI,1936,24,46,48,0,4,16,5,41,77,64,3
SUI,1948,24,36,44,11,9,16,3,34,43,64,3
SUI,1952,40,26,28,11,9,16,4,31,19,64,3
SUI,1956,0,0,0,0,0,0,0,0,18,0,0
SUI,1960,27,16,30,12,14,16,3,36,18,48,1
SUI,1964,16,0,15,10,4,8,1,15,12,48,0
SUI,1968,26,0,15,11,12,6,0,24,13,48,0
SUI,1972,30,0,39,14,26,14,1,33,27,80,1
SUI,1976,8,0,11,5,4,6,1,10,8,48,0
SUI,1980,17,14,5,4,6,15,0,25,0,0,0
SUI,1984,17,15,12,13,38,18,1,25,20,86,0
SUI,1988,20,3,16,18,30,9,0,18,22,14,1
SUI,1992,16,12,12,13,13,14,0,26,15,48,2
SUI,1996,26,23,11,11,12,16,0,27,20,26,0
SUI,2000,15,7,15,5,19,19,0,23,23,8,4
SUI,2004,9,13,5,10,22,20,0,19,22,17,1
SUI,2008,7,16,5,15,15,17,0,11,16,14,0
SUI,2012,13,28,6,14,13,13,0,16,12,11,0
SUI,2016,17,8,11,7,18,17,0,23,17,34,0
SUI,2020,34,12,10,4,22,28,0,19,29,37,1
SUI,2024,46,8,5,6,21,25,0,29,29,49,0
SUR,1968,1,0,0,0,0,0,0,0,0,0,0
SUR,1972,2,0,1,0,0,0,0,0,0,0,0
SUR,1976,3,0,1,0,0,0,0,0,0,0,0
SUR,1984,3,0,1,0,3,0,0,0,0,0,0
SUR,1988,5,0,1,0,2,2,0,0,0,0,0
SUR,1992,3,0,0,0,5,1,0,0,0,0,0
SUR,1996,2,1,0,0,8,0,0,0,0,0,0
SUR,2000,2,0,0,0,3,0,0,0,0,0,0
SUR,2004,2,0,0,0,2,0,0,0,0,0,0
SUR,2008,2,0,0,0,2,0,0,0,0,0,0
SUR,2012,2,1,0,0,2,0,0,0,0,0,0
SUR,2016,2,1,1,0,2,0,0,0,0,0,0
SUR,2020,0,1,0,0,2,2,0,0,0,0,0
SUR,2024,1,1,0,0,2,2,0,0,0,0,0
SVK,1996,16,10,8,7,8,15,3,26,0,5,0
SVK,2000,19,51,5,5,11,9,1,26,0,5,0
SVK,2004,12,12,5,5,7,12,3,22,0,6,0
SVK,2008,18,7,3,10,5,5,1,14,1,3,0
SVK,2012,11,9,1,12,7,2,1,15,1,6,0
SVK,2016,16,7,0,9,8,2,1,15,1,4,0
SVK,2020,10,9,2,11,4,3,0,11,1,5,0
SVK,2024,10,2,3,8,2,3,0,9,1,0,0
SWE,1896,4,0,0,0,0,0,0,0,0,1,0
SWE,1900,20,0,1,0,3,0,0,0,3,0,0
SWE,1906,35,0,3,23,10,4,1,0,8,0,11
SWE,1908,66,27,21,60,19,8,0,13,12,38,12
SWE,1912,183,71,62,157,32,24,0,74,44,24,43
SWE,1920,108,50,31,79,27,8,6,17,38,24,16
SWE,1924,57,38,35,42,29,8,5,4,24,0,14
SWE,1928,46,0,29,0,14,8,2,11,21,0,8
SWE,1932,13,0,20,3,3,7,0,7,74,0,1
SWE,1936,44,21,40,9,6,9,2,29,68,0,3
SWE,1948,57,22,32,12,20,8,4,29,28,8,3
SWE,1952,57,20,41,14,21,12,7,43,24,112,4
SWE,1956,20,0,23,12,10,8,1,29,24,56,3
SWE,1960,32,0,29,12,25,8,1,40,22,84,5
SWE,1964,18,0,19,10,24,8,3,22,12,57,2
SWE,1968,25,0,19,13,44,14,2,25,6,36,2
SWE,1972,32,16,22,18,41,8,2,25,14,5,3
SWE,1976,20,0,25,17,44,8,5,32,7,0,5
SWE,1980,21,23,28,14,51,8,6,36,6,5,3
SWE,1984,30,15,33,25,57,12,6,40,21,13,2
SWE,1988,13,55,35,33,39,10,3,40,14,7,2
SWE,1992,20,60,26,18,34,10,5,41,30,7,1
SWE,1996,22,63,16,18,37,8,2,41,22,0,4
SWE,2000,14,56,10,24,35,6,0,33,19,0,1
SWE,2004,13,33,9,17,27,11,0,18,23,5,1
SWE,2008,13,46,10,3,41,11,0,18,25,0,2
SWE,2012,9,56,12,5,24,8,0,23,25,4,2
SWE,2016,15,72,14,4,29,4,1,14,29,4,0
SWE,2020,21,61,9,2,27,1,1,14,28,8,1
SWE,2024,23,47,6,11,38,3,0,15,29,0,1
SWZ,1972,2,0,0,2,0,0,0,0,0,0,0
SWZ,1984,4,0,3,0,3,0,1,0,0,0,0
SWZ,1988,5,0,2,0,6,0,2,0,0,0,0
SWZ,1992,9,0,1,0,0,0,0,0,0,0,0
SWZ,1996,4,0,1,0,1,0,0,0,0,0,0
SWZ,2000,2,0,2,0,2,0,0,0,0,0,0
SWZ,2004,2,0,0,0,1,0,0,0,0,0,0
SWZ,2008,2,0,0,0,2,0,0,0,0,0,0
SWZ,2012,2,0,0,0,1,0,0,0,0,0,0
SWZ,2016,2,0,0,0,0,0,0,0,0,0,0
SWZ,2020,1,0,1,0,2,0,0,0,0,0,0
SWZ,2024,1,0,0,0,2,0,0,0,0,0,0
SYR,1948,0,0,0,0,0,0,0,0,0,0,1
SYR,1968,0,0,2,0,0,0,0,0,0,0,0
SYR,1972,1,0,2,2,0,0,0,0,0,0,0
SYR,1980,15,15,33,4,0,0,4,0,0,0,0
SYR,1984,0,0,5,1,0,0,2,0,0,0,1
SYR,1988,1,0,11,0,0,0,1,0,0,0,0
SYR,1992,3,0,3,1,2,0,0,0,0,0,0
SYR,1996,1,0,4,0,2,0,1,0,0,0,0
SYR,2000,3,0,2,1,2,0,0,0,0,0,0
SYR,2004,2,0,2,1,1,0,0,0,0,0,0
SYR,2008,2,0,0,1,2,0,1,0,1,0,0
SYR,2012,2,0,1,1,2,1,2,0,1,0,0
SYR,2016,2,1,1,0,2,0,1,0,0,0,0
SYR,2020,1,1,0,0,1,0,1,0,2,0,0
SYR,2024,1,0,1,0,1,0,1,0,1,5,0
TAN,1964,4,0,0,0,0,0,0,0,0,0,0
TAN,1968,4,0,1,0,0,0,0,0,0,0,0
TAN,1972,14,0,8,0,0,0,0,0,0,0,0
TAN,1980,23,16,9,0,0,0,0,0,0,0,0
TAN,1984,15,0,6,0,0,0,0,0,0,0,0
TAN,1988,6,0,4,0,0,0,0,0,0,0,0
TAN,1992,4,0,5,0,0,0,0,0,0,0,0
TAN,1996,5,0,2,0,0,0,0,0,0,0,0
TAN,2000,4,0,0,0,0,0,0,0,0,0,0
TAN,2004,9,0,0,0,0,0,0,0,0,0,0
TAN,2008,7,0,0,0,2,0,0,0,0,0,0
TAN,2012,3,0,1,0,2,0,0,0,0,0,0
TAN,2016,4,0,1,0,2,0,0,0,0,0,0
TAN,2020,3,0,0,0,0,0,0,0,0,0,0
TAN,2024,4,0,1,0,2,0,0,0,0,0,0
TCH,1920,25,42,38,30,6,8,2,15,0,16,0
TCH,1924,23,36,19,39,16,15,6,1,23,62,2
TCH,1928,24,7,19,0,2,8,6,2,21,56,2
TCH,1932,5,0,2,0,0,0,2,0,35,0,0
TCH,1936,36,19,49,8,4,8,6,33,53,72,5
TCH,1948,13,14,17,0,4,0,0,17,16,72,0
TCH,1952,29,13,11,6,4,10,4,21,0,120,0
TCH,1956,22,0,5,5,2,16,1,19,1,90,0
TCH,1960,34,12,8,12,3,6,3,36,2,84,2
TCH,1964,15,28,9,6,5,13,2,25,0,84,0
TCH,1968,14,42,11,10,2,12,4,21,1,84,2
TCH,1972,35,52,16,10,7,18,3,47,0,84,2
TCH,1976,14,50,11,10,4,15,7,49,6,84,1
TCH,1980,28,69,27,15,17,15,10,44,6,84,2
TCH,1988,27,56,15,21,15,15,5,28,6,38,0
TCH,1992,19,54,24,25,20,14,5,69,7,31,1
TGA,1984,0,0,7,0,0,0,0,0,0,0,0
TGA,1988,4,0,3,0,0,0,0,0,0,0,0
TGA,1992,4,0,0,0,0,0,1,0,0,0,0
TGA,1996,2,0,2,0,0,0,1,0,0,0,0
TGA,2000,2,0,0,0,0,0,1,0,0,0,0
TGA,2004,2,0,2,1,0,0,0,0,0,0,0
TGA,2008,2,0,0,0,0,0,1,0,0,0,0
TGA,2012,2,0,0,0,1,0,0,0,0,0,0
TGA,2016,2,0,1,2,2,0,0,0,0,0,0
TGA,2020,1,0,2,0,2,0,1,0,0,0,0
TGA,2024,1,0,1,0,2,0,0,0,0,0,0
THA,1952,15,0,0,0,0,0,0,0,0,0,0
THA,1956,13,20,5,0,0,0,0,2,0,0,0
THA,1960,10,0,4,8,0,0,0,2,0,0,0
THA,1964,25,0,8,10,3,13,4,4,0,0,0
THA,1968,0,17,3,11,0,12,2,1,0,0,0
THA,1972,4,0,8,10,0,11,1,3,0,0,0
THA,1976,6,0,21,15,6,10,1,2,0,0,1
THA,1984,13,0,5,21,0,0,0,1,0,0,0
THA,1988,5,0,6,3,0,0,0,1,0,0,0
THA,1992,26,10,8,2,15,0,1,2,0,0,0
THA,1996,8,9,7,6,23,0,1,1,0,0,3
THA,2000,13,13,9,6,16,0,5,4,0,0,2
THA,2004,3,13,12,5,10,0,5,2,1,0,0
THA,2008,12,6,13,9,3,1,7,2,0,0,0
THA,2012,2,7,7,9,4,1,7,5,1,0,0
THA,2016,4,12,9,10,2,2,9,6,4,0,0
THA,2020,2,9,7,8,4,2,0,6,10,0,0
THA,2024,2,14,12,5,2,7,4,5,7,0,0
TJK,1996,1,0,5,0,0,0,0,0,0,0,2
TJK,2000,2,0,0,0,2,0,0,0,0,0,0
TJK,2004,2,0,5,2,0,0,0,0,0,0,0
TJK,2008,2,0,8,3,2,0,1,0,0,0,0
TJK,2012,2,0,12,1,1,0,0,0,0,0,0
